Datetime,Symbol,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
,,SQQQ,SQQQ,SQQQ,SQQQ,SQQQ,AAPL,AAPL,AAPL,AAPL,AAPL,PLTR,PLTR,PLTR,PLTR,PLTR
2005-01-03,AAPL,,,,,,0.9723517306982732,0.9773051630209677,0.939629457378309,0.9499869346618652,691992000.0,,,,,
2005-01-04,AAPL,,,,,,0.9574916385187202,0.9827085163372573,0.9451833074902521,0.9597434997558594,1096810400.0,,,,,
2005-01-05,AAPL,,,,,,0.9675476912172709,0.9794064064287633,0.9613939291676763,0.9681487083435059,680433600.0,,,,,
2005-01-06,AAPL,,,,,,0.9707004530599913,0.9743030508614795,0.9505874099618326,0.9688999056816101,705555200.0,,,,,
2005-01-07,AAPL,,,,,,0.9756537742544874,1.0451506464042204,0.9719014736329256,1.0394465923309326,2227450400.0,,,,,
2005-01-10,AAPL,,,,,,1.0481520505581672,1.061211099401263,1.0188827706979071,1.035093903541565,1725309600.0,,,,,
2005-01-11,AAPL,,,,,,1.024436811947535,1.03794547658528,0.9627453429186046,0.9690495133399963,2611627200.0,,,,,
2005-01-12,AAPL,,,,,,0.9824087398107504,0.9891634232847932,0.9501369644304781,0.9825591444969177,1919702400.0,,,,,
2005-01-13,AAPL,,,,,,1.1063914011675544,1.1170488869936968,1.0466518037216916,1.047702431678772,3164716800.0,,,,,
2005-01-14,AAPL,,,,,,1.0544564318324365,1.076521222608284,1.0385462067227,1.0537058115005493,1770742400.0,,,,,
2005-01-18,AAPL,,,,,,1.048452363558347,1.0612113070819498,1.0169312167751574,1.0604606866836548,1006460000.0,,,,,
2005-01-19,AAPL,,,,,,1.0580592355946854,1.072618627522895,1.046952036528854,1.048902988433838,751895200.0,,,,,
2005-01-20,AAPL,,,,,,1.0454500891481149,1.0697667292445452,1.042748518589918,1.0576080083847046,914922400.0,,,,,
2005-01-21,AAPL,,,,,,1.0703677682273625,1.0747201850166161,1.050704435769512,1.0580593347549438,911332800.0,,,,,
2005-01-24,AAPL,,,,,,1.0654137275493938,1.0774219460487555,1.058959055841061,1.0621111392974854,841629600.0,,,,,
2005-01-25,AAPL,,,,,,1.0712675701322674,1.093332358605867,1.0648136989145727,1.0814745426177979,969231200.0,,,,,
2005-01-26,AAPL,,,,,,1.090630950525886,1.0919816864136047,1.0690166712484124,1.084477186203003,739496800.0,,,,,
2005-01-27,AAPL,,,,,,1.0831250713192886,1.0945331731789807,1.0739696311891331,1.0903303623199463,496227200.0,,,,,
2005-01-28,AAPL,,,,,,1.0900304509791217,1.1104435920715332,1.087328078080697,1.1104435920715332,801612000.0,,,,,
2005-01-31,AAPL,,,,,,1.1194503255917705,1.1691334489478737,1.1183995975495942,1.1542731523513794,1681097600.0,,,,,
2005-02-01,AAPL,,,,,,1.1565251753778647,1.1673322645167725,1.149470286104472,1.1637296676635742,678395200.0,,,,,
2005-02-02,AAPL,,,,,,1.1700334252836466,1.1994532030390737,1.1661307219505004,1.195250391960144,1020062400.0,,,,,
2005-02-03,AAPL,,,,,,1.1872956087794255,1.1922490412958204,1.1607278994303059,1.167932391166687,731651200.0,,,,,
2005-02-04,AAPL,,,,,,1.1688336110306756,1.1847438377195996,1.163729773038483,1.1833930015563965,563556000.0,,,,,
2005-02-07,AAPL,,,,,,1.1847435801106025,1.1910478482456284,1.1632798091922691,1.18489408493042,524456800.0,,,,,
2005-02-08,AAPL,,,,,,1.186845013168495,1.2215182367302446,1.1826421010248254,1.2143137454986572,890019200.0,,,,,
2005-02-09,AAPL,,,,,,1.2164155515299555,1.2306749362797145,1.172285959719665,1.181891918182373,1191456000.0,,,,,
2005-02-10,AAPL,,,,,,1.1815920915650144,1.1899977198454652,1.1506719529645317,1.1761889457702637,1093019200.0,,,,,
2005-02-11,AAPL,,,,,,1.198702838847207,1.2272222994532311,1.1848940718824967,1.218967080116272,1201054400.0,,,,,
2005-02-14,AAPL,,,,,,1.241782110097973,1.2727030449443915,1.2315759360093745,1.2703015804290771,1271463200.0,,,,,
2005-02-15,AAPL,,,,,,1.3007718739507403,1.3370959500569168,1.2908650071310677,1.3270394802093506,2312217600.0,,,,,
2005-02-16,AAPL,,,,,,1.3231368358475506,1.353907264191691,1.311128511878429,1.3528566360473633,1639243200.0,,,,,
2005-02-17,AAPL,,,,,,1.3606617966247445,1.3641139887256344,1.312629511603222,1.3180334568023682,1518473600.0,,,,,
2005-02-18,AAPL,,,,,,1.3169830911728935,1.3187843397960872,1.2946181886527355,1.3030238151550293,1163254400.0,,,,,
2005-02-22,AAPL,,,,,,1.2953675941815634,1.325388294786517,1.2802079916000366,1.2802079916000366,1219293600.0,,,,,
2005-02-23,AAPL,,,,,,1.3016719134204597,1.3276394081264165,1.284110845136606,1.3243377208709717,1345181600.0,,,,,
2005-02-24,AAPL,,,,,,1.3280899088350366,1.3405478401491908,1.3168322083740431,1.3348445892333984,1519028000.0,,,,,
2005-02-25,AAPL,,,,,,1.3452013296045444,1.349554546476772,1.3237366557109436,1.3357449769973755,915510400.0,,,,,
2005-02-28,AAPL,,,,,,1.3412984117428088,1.3551080802592559,1.3196842368756176,1.3467024564743042,651610400.0,,,,,
2005-03-01,AAPL,,,,,,1.3506049509349267,1.3542067450370985,1.3256880910483648,1.33589506149292,468188000.0,,,,,
2005-03-02,AAPL,,,,,,1.328390033102247,1.3476028469078636,1.3232869973678443,1.324487328529358,458161200.0,,,,,
